M1X	EY Max	Bottom	0.5836	0.1277	0.0119	0.0037	0.004	0.2153
M1X	ASD-C1	Top	-1.635	-0.0835	0.0024	-0.0008	-0.0011	-0.0634
M1X	ASD-C1	Bottom	-2.4217	-0.0835	0.0024	-0.0008	0.0012	-0.1424
M1X	ASD-C2	Top	-2.4595	-0.2397	0.0021	-0.0015	-0.0009	0.29
M1X	ASD-C2	Bottom	-3.2462	-0.2397	0.0021	-0.0015	0.0011	0.0632
M1X	ASD-C3.1 Max	Top	-2.0427	1.0231	0.0045	0.0022	0.0016	1.0904
M1X	ASD-C3.1 Max	Bottom	-2.8294	1.0231	0.0045	0.0022	0.0015	0.4612
M1X	ASD-C3.1 Min	Top	-2.8763	-1.5025	-0.0003	-0.0052	-0.0034	-0.5105
M1X	ASD-C3.1 Min	Bottom	-3.663	-1.5025	-0.0003	-0.0052	0.0006	-0.3348
M1X	ASD-C3.2 Max	Top	-1.8759	-0.112	0.014	0.0022	0.0114	0.5791
M1X	ASD-C3.2 Max	Bottom	-2.6626	-0.112	0.014	0.0022	0.0051	0.2784
M1X	ASD-C3.2 Min	Top	-3.0431	-0.3675	-0.0099	-0.0053	-0.0132	0.0008
M1X	ASD-C3.2 Min	Bottom	-3.8298	-0.3675	-0.0099	-0.0053	-0.0029	-0.1521
M1X	ASD-C4.1 Max	Top	-1.2181	1.1793	0.0048	0.0028	0.0015	0.737
M1X	ASD-C4.1 Max	Bottom	-2.0048	1.1793	0.0048	0.0028	0.0017	0.2556
M1X	ASD-C4.1 Min	Top	-2.0518	-1.3463	-0.000005309	-0.0045	-0.0036	-0.8639
M1X	ASD-C4.1 Min	Bottom	-2.8385	-1.3463	-0.000005309	-0.0045	0.0007	-0.5404
M1X	ASD-C4.2 Max	Top	-1.0514	0.0442	0.0143	0.0029	0.0112	0.2257
M1X	ASD-C4.2 Max	Bottom	-1.8381	0.0442	0.0143	0.0029	0.0052	0.0728
M1X	ASD-C4.2 Min	Top	-2.2185	-0.2112	-0.0095	-0.0046	-0.0133	-0.3526
M1X	ASD-C4.2 Min	Bottom	-3.0052	-0.2112	-0.0095	-0.0046	-0.0028	-0.3577
M2X	PP	Top	-0.5799	0.0269	0.0031	-0.0013	-0.0027	0.0842
M2X	PP	Bottom	-1.1781	0.0237	0.0037	-0.0011	-0.0007	-0.042
M2X	SC	Top	-0.4149	-0.101	0.00002659	-0.0002	-0.0001	0.1493
M2X	SC	Bottom	-0.4826	-0.1013	-0.0002	0.0006	-0.00002589	-0.0032
M2X	EX Max	Top	0.118	0.6253	0.0076	0.0061	0.0085	0.3634
M2X	EX Max	Bottom	0.2947	0.6238	0.0071	0.0078	0.0021	0.4406
M2X	EY Max	Top	0.1438	0.0968	0.018	0.0275	0.0078	0.0317
M2X	EY Max	Bottom	0.427	0.0972	0.0181	0.0115	0.0078	0.0767
M2X	ASD-C1	Top	-0.5799	0.0269	0.0031	-0.0013	-0.0027	0.0842
M2X	ASD-C1	Bottom	-1.1781	0.0237	0.0037	-0.0011	-0.0007	-0.042
M2X	ASD-C2	Top	-0.9948	-0.0742	0.0032	-0.0015	-0.0028	0.2334
M2X	ASD-C2	Bottom	-1.6607	-0.0776	0.0035	-0.0005	-0.0008	-0.0451
M2X	ASD-C3.1 Max	Top	-0.8768	0.5511	0.0108	0.0046	0.0057	0.5968
M2X	ASD-C3.1 Max	Bottom	-1.366	0.5462	0.0106	0.0073	0.0013	0.3954
M2X	ASD-C3.1 Min	Top	-1.1127	-0.6995	-0.0045	-0.0076	-0.0113	-0.1299
M2X	ASD-C3.1 Min	Bottom	-1.9554	-0.7014	-0.0037	-0.0083	-0.0029	-0.4857
M2X	ASD-C3.2 Max	Top	-0.8509	0.0226	0.0212	0.026	0.005	0.2652
M2X	ASD-C3.2 Max	Bottom	-1.2337	0.0196	0.0215	0.011	0.0071	0.0316
M2X	ASD-C3.2 Min	Top	-1.1386	-0.171	-0.0149	-0.029	-0.0107	0.2017
